person,dept,eow,cause,cause_short,date,year,dept_name,state
Officer King Brown,Lawton Police Department, OK,EOW: Monday, January 21, 1946,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),21.01.46,1946,Lawton Police Department,OK
Officer Richard H. Pennington,Vernon Police Department, CA,EOW: Thursday, January 24, 1946,Cause of Death: Gunfire,Gunfire,24.01.46,1946,Vernon Police Department,CA
Patrolman Wallace M. McCarty,Colorado State Patrol, CO,EOW: Thursday, January 24, 1946,Cause of Death: Vehicular assault,Vehicular assault,24.01.46,1946,Colorado State Patrol,CO
Agent Thomas R. Matthews,South Dakota Division of Criminal Investigation, SD,EOW: Thursday, January 24, 1946,Cause of Death: Gunfire,Gunfire,24.01.46,1946,South Dakota Division of Criminal Investigation,SD
Sheriff Dave Malcolm,Butte County Sheriff's Office, SD,EOW: Thursday, January 24, 1946,Cause of Death: Gunfire,Gunfire,24.01.46,1946,Butte County Sheriff's Office,SD
Deputy George Avery Boice,Kittitas County Sheriff's Department, WA,EOW: Monday, January 28, 1946,Cause of Death: Struck by train,Struck by train,28.01.46,1946,Kittitas County Sheriff's Department,WA
Deputy Sheriff Earl Confer,Greene County Sheriff's Department, OH,EOW: Tuesday, January 29, 1946,Cause of Death: Gunfire,Gunfire,29.01.46,1946,Greene County Sheriff's Department,OH
Police Officer John C. Farris,Wallace Police Department, ID,EOW: Thursday, January 31, 1946,Cause of Death: Stabbed,Stabbed,31.01.46,1946,Wallace Police Department,ID
"Policeman John W. ""Jack"" Harris",Los Angeles Police Department, CA,EOW: Friday, February 1, 1946,Cause of Death: Gunfire,Gunfire,01.02.46,1946,Los Angeles Police Department,CA
Patrol Officer Walter B. Harris,Princeton Borough Police Department, NJ,EOW: Saturday, February 2, 1946,Cause of Death: Gunfire,Gunfire,02.02.46,1946,Princeton Borough Police Department,NJ
Policeman Walter H. Kesterson,Los Angeles Police Department, CA,EOW: Monday, February 4, 1946,Cause of Death: Gunfire,Gunfire,04.02.46,1946,Los Angeles Police Department,CA
Patrolman John E. West,Nassau County Police Department, NY,EOW: Monday, February 4, 1946,Cause of Death: Gunfire,Gunfire,04.02.46,1946,Nassau County Police Department,NY
Patrolman Cleophus Eifert,Covington Police Department, KY,EOW: Friday, February 8, 1946,Cause of Death: Gunfire,Gunfire,08.02.46,1946,Covington Police Department,KY
Marshal Raymond Burr Lewis,Castle Rock Police Department, CO,EOW: Thursday, February 14, 1946,Cause of Death: Gunfire,Gunfire,14.02.46,1946,Castle Rock Police Department,CO
Officer Phillip Farshman,San Francisco Police Department, CA,EOW: Saturday, March 2, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,02.03.46,1946,San Francisco Police Department,CA
Police Officer Edgar L. Peterson,Cheltenham Township Police Department, PA,EOW: Sunday, March 3, 1946,Cause of Death: Automobile accident,Automobile accident,03.03.46,1946,Cheltenham Township Police Department,PA
Patrolman Fredrick Blackburn,Gloucester City Police Department, NJ,EOW: Wednesday, March 6, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,06.03.46,1946,Gloucester City Police Department,NJ
Sheriff Alva Webb Kimerer,Sutter County Sheriff's Department, CA,EOW: Sunday, March 10, 1946,Cause of Death: Automobile accident,Automobile accident,10.03.46,1946,Sutter County Sheriff's Department,CA
Sergeant Fred P. Guiol,Los Angeles County Sheriff's Department, CA,EOW: Sunday, March 10, 1946,Cause of Death: Gunfire,Gunfire,10.03.46,1946,Los Angeles County Sheriff's Department,CA
Officer Arden D. Weese,Akron Police Department, OH,EOW: Friday, March 22, 1946,Cause of Death: Automobile accident,Automobile accident,22.03.46,1946,Akron Police Department,OH
Deputy Sheriff Olney Benton Crawford,Shelby County Sheriff's Office, TN,EOW: Sunday, March 24, 1946,Cause of Death: Vehicular assault,Vehicular assault,24.03.46,1946,Shelby County Sheriff's Office,TN
Deputy William Marshall,Monroe County Sheriff's Office, NY,EOW: Wednesday, April 3, 1946,Cause of Death: Automobile accident,Automobile accident,03.04.46,1946,Monroe County Sheriff's Office,NY
Constable James Lee Thomas,Jefferson County Constable's Office, TN,EOW: Thursday, April 11, 1946,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),11.04.46,1946,Jefferson County Constable's Office,TN
Deputy Sheriff Flem Johnson,Mingo County Sheriff's Office, WV,EOW: Saturday, April 20, 1946,Cause of Death: Gunfire,Gunfire,20.04.46,1946,Mingo County Sheriff's Office,WV
Police Officer Neal R. Courtney,St. Louis Metropolitan Police Department, MO,EOW: Friday, April 26, 1946,Cause of Death: Stabbed,Stabbed,26.04.46,1946,St. Louis Metropolitan Police Department,MO
Deputy Sheriff Robert Frank Clayton,Polk County Sheriff's Department, TN,EOW: Thursday, May 2, 1946,Cause of Death: Gunfire,Gunfire,02.05.46,1946,Polk County Sheriff's Department,TN
Deputy City Marshal Robert Lee Buckner,Desloge Police Department, MO,EOW: Saturday, May 4, 1946,Cause of Death: Heart attack,Heart attack,04.05.46,1946,Desloge Police Department,MO
Patrolman Francis M. Gallup,Grand Rapids Police Department, MI,EOW: Monday, May 13, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,13.05.46,1946,Grand Rapids Police Department,MI
Police Officer Fred Pack,Louisa Police Department, KY,EOW: Thursday, May 16, 1946,Cause of Death: Gunfire,Gunfire,16.05.46,1946,Louisa Police Department,KY
Corrections Officer John Oles,North Dakota State Penitentiary, ND,EOW: Monday, May 27, 1946,Cause of Death: Stabbed,Stabbed,27.05.46,1946,North Dakota State Penitentiary,ND
Game Warden Randall E. Shelley,Maine Department of Inland Fisheries and Wildlife - Warden Service, ME,EOW: Monday, June 3, 1946,Cause of Death: Heart attack,Heart attack,03.06.46,1946,Maine Department of Inland Fisheries and Wildlife - Warden Service,ME
Patrolman Kenneth Earl Payne,Ann Arbor Police Department, MI,EOW: Tuesday, June 4, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,04.06.46,1946,Ann Arbor Police Department,MI
Officer Loren Cornwell Roosevelt,California Highway Patrol, CA,EOW: Wednesday, June 5, 1946,Cause of Death: Gunfire,Gunfire,05.06.46,1946,California Highway Patrol,CA
Deputy Sheriff Frank John Miller,Howard County Sheriff's Office, MD,EOW: Friday, June 7, 1946,Cause of Death: Heart attack,Heart attack,07.06.46,1946,Howard County Sheriff's Office,MD
Sheriff Ray Ralph Burton,Armstrong County Sheriff's Department, TX,EOW: Friday, June 7, 1946,Cause of Death: Struck by train,Struck by train,07.06.46,1946,Armstrong County Sheriff's Department,TX
Police Officer Stephen Cleburn Gable,Mangum Police Department, OK,EOW: Saturday, June 8, 1946,Cause of Death: Stabbed,Stabbed,08.06.46,1946,Mangum Police Department,OK
Patrolman Myron J. Henderson,Massillon Police Department, OH,EOW: Wednesday, June 12, 1946,Cause of Death: Gunfire,Gunfire,12.06.46,1946,Massillon Police Department,OH
Night Policeman George Woods,LaFollette Police Department, TN,EOW: Wednesday, June 12, 1946,Cause of Death: Gunfire,Gunfire,12.06.46,1946,LaFollette Police Department,TN
Sheriff Byron Leslie Pierce,Henry County Sheriff's Department, IL,EOW: Thursday, June 13, 1946,Cause of Death: Gunfire,Gunfire,13.06.46,1946,Henry County Sheriff's Department,IL
Trooper Marvin C. Archer,Illinois State Police, IL,EOW: Tuesday, June 18, 1946,Cause of Death: Gunfire,Gunfire,18.06.46,1946,Illinois State Police,IL
Officer Ellis V. Dyal,Jacksonville Police Department, FL,EOW: Saturday, June 22, 1946,Cause of Death: Gunfire,Gunfire,22.06.46,1946,Jacksonville Police Department,FL
Officer Richard M. Scarborough,Jacksonville Police Department, FL,EOW: Saturday, June 22, 1946,Cause of Death: Gunfire,Gunfire,22.06.46,1946,Jacksonville Police Department,FL
Police Officer Charles T. Palamara,White Plains Police Department, NY,EOW: Wednesday, June 26, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,26.06.46,1946,White Plains Police Department,NY
Patrolman M. Jeff Buie,Tyler Police Department, TX,EOW: Wednesday, June 26, 1946,Cause of Death: Stabbed,Stabbed,26.06.46,1946,Tyler Police Department,TX
Inspector John R. Johnston,Oakland Police Department, CA,EOW: Thursday, June 27, 1946,Cause of Death: Gunfire,Gunfire,27.06.46,1946,Oakland Police Department,CA
Patrolman George S. Bell,Plymouth Police Department, MA,EOW: Saturday, June 29, 1946,Cause of Death: Gunfire,Gunfire,29.06.46,1946,Plymouth Police Department,MA
Constable Robert George Kennedy,Thomasville Police Department, NC,EOW: Saturday, June 29, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,29.06.46,1946,Thomasville Police Department,NC
Constable John McChristian Bodenheimer,Thomasville Police Department, NC,EOW: Tuesday, July 2, 1946,Cause of Death: Automobile accident,Automobile accident,02.07.46,1946,Thomasville Police Department,NC
Park Police Officer Richard E. Pegue,Chicago Park District Police Department, IL,EOW: Wednesday, July 3, 1946,Cause of Death: Gunfire,Gunfire,03.07.46,1946,Chicago Park District Police Department,IL
Policeman Frank Cavanagh,Glendive Police Department, MT,EOW: Wednesday, July 3, 1946,Cause of Death: Gunfire,Gunfire,03.07.46,1946,Glendive Police Department,MT
Chief of Police Shellie Wayne Moxley,Robbins Police Department, NC,EOW: Wednesday, July 3, 1946,Cause of Death: Gunfire,Gunfire,03.07.46,1946,Robbins Police Department,NC
Sergeant Isaac Price,New York City Police Department, NY,EOW: Friday, July 5, 1946,Cause of Death: Heart attack,Heart attack,05.07.46,1946,New York City Police Department,NY
Patrol Officer Frank Chybowski,South Milwaukee Police Department, WI,EOW: Friday, July 12, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,12.07.46,1946,South Milwaukee Police Department,WI
Officer Frank J. Maus,California Highway Patrol, CA,EOW: Sunday, July 14, 1946,Cause of Death: Vehicle pursuit,Vehicle pursuit,14.07.46,1946,California Highway Patrol,CA
Patrolman William Vaughn,Centralia Police Department, IL,EOW: Monday, July 15, 1946,Cause of Death: Gunfire,Gunfire,15.07.46,1946,Centralia Police Department,IL
Officer Henry Dow Kennedy,Mount Airy Police Department, NC,EOW: Tuesday, July 16, 1946,Cause of Death: Vehicle pursuit,Vehicle pursuit,16.07.46,1946,Mount Airy Police Department,NC
Patrolman John W. Costabile,Chicago Heights Police Department, IL,EOW: Sunday, July 28, 1946,Cause of Death: Gunfire,Gunfire,28.07.46,1946,Chicago Heights Police Department,IL
Patrolman William F. Schreiber,Stratford Police Department, CT,EOW: Wednesday, July 31, 1946,Cause of Death: Gunfire,Gunfire,31.07.46,1946,Stratford Police Department,CT
Reserve Policeman George Booker Mogle,Los Angeles Police Department, CA,EOW: Wednesday, August 7, 1946,Cause of Death: Gunfire,Gunfire,07.08.46,1946,Los Angeles Police Department,CA
Patrolman Charles Nelson Doughty,Newport News Police Department, VA,EOW: Sunday, August 11, 1946,Cause of Death: Gunfire,Gunfire,11.08.46,1946,Newport News Police Department,VA
Police Officer Howard B. Hammond,Houston Police Department, TX,EOW: Sunday, August 18, 1946,Cause of Death: Gunfire,Gunfire,18.08.46,1946,Houston Police Department,TX
Patrolman Arnold Jackson Dorman,Opp Police Department, AL,EOW: Tuesday, August 20, 1946,Cause of Death: Gunfire,Gunfire,20.08.46,1946,Opp Police Department,AL
Patrolman Leslie Delbert Bugg,New Mexico State Police, NM,EOW: Wednesday, August 21, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,21.08.46,1946,New Mexico State Police,NM
Patrolman Michael Zawoltk,New York City Police Department, NY,EOW: Sunday, August 25, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,25.08.46,1946,New York City Police Department,NY
Officer Donald W. Downs,Metropolitan Police Department, DC,EOW: Sunday, September 1, 1946,Cause of Death: Vehicular assault,Vehicular assault,01.09.46,1946,Metropolitan Police Department,DC
Police Officer Jerry St. Clair,Tulsa Police Department, OK,EOW: Monday, September 2, 1946,Cause of Death: Gunfire,Gunfire,02.09.46,1946,Tulsa Police Department,OK
Officer Lewis Ray Beddow,Henrico County Police Department, VA,EOW: Sunday, September 8, 1946,Cause of Death: Vehicular assault,Vehicular assault,08.09.46,1946,Henrico County Police Department,VA
Sheriff O. Gay Hovatter,Tucker County Sheriff's Department, WV,EOW: Monday, September 9, 1946,Cause of Death: Gunfire,Gunfire,09.09.46,1946,Tucker County Sheriff's Department,WV
Sergeant Joseph Pierce Horne,West Virginia State Police, WV,EOW: Monday, September 9, 1946,Cause of Death: Gunfire,Gunfire,09.09.46,1946,West Virginia State Police,WV
Merchant Policeman James Elbert Wallace,Seneca Police Department, MO,EOW: Thursday, September 12, 1946,Cause of Death: Gunfire,Gunfire,12.09.46,1946,Seneca Police Department,MO
Detective Sylvester Cormack,Tulsa Police Department, OK,EOW: Thursday, September 12, 1946,Cause of Death: Gunfire,Gunfire,12.09.46,1946,Tulsa Police Department,OK
Deputy Sheriff Mitchell Leroy Smith,Gila County Sheriff's Office, AZ,EOW: Friday, September 13, 1946,Cause of Death: Vehicular assault,Vehicular assault,13.09.46,1946,Gila County Sheriff's Office,AZ
Deputy Sheriff Howard H. Smith,Winnebago County Sheriff's Office, IL,EOW: Monday, September 16, 1946,Cause of Death: Fall,Fall,16.09.46,1946,Winnebago County Sheriff's Office,IL
Officer Stephen W. Sodel,California Highway Patrol, CA,EOW: Tuesday, September 17, 1946,Cause of Death: Gunfire,Gunfire,17.09.46,1946,California Highway Patrol,CA
Patrolman Walter C. Wise,Jefferson County Police Department, KY,EOW: Thursday, September 19, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,19.09.46,1946,Jefferson County Police Department,KY
Officer Edwin Cecil Garrison,DeKalb County Police Department, GA,EOW: Friday, September 20, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,20.09.46,1946,DeKalb County Police Department,GA
Police Officer Raymond T. Moriarty,Springfield Police Department, MA,EOW: Friday, September 20, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,20.09.46,1946,Springfield Police Department,MA
Patrolman Warren B. Hickman,Havana Police Department, IL,EOW: Sunday, September 22, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,22.09.46,1946,Havana Police Department,IL
Patrolman William E. J. Brophy,New York City Police Department, NY,EOW: Sunday, September 22, 1946,Cause of Death: Automobile accident,Automobile accident,22.09.46,1946,New York City Police Department,NY
Officer Richard L. Simpson,California Highway Patrol, CA,EOW: Wednesday, September 25, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,25.09.46,1946,California Highway Patrol,CA
Lieutenant Herman W. Ziebell,Forest Park Police Department, IL,EOW: Monday, September 30, 1946,Cause of Death: Gunfire,Gunfire,30.09.46,1946,Forest Park Police Department,IL
Sergeant William F. Healey,Boston Police Department, MA,EOW: Wednesday, October 2, 1946,Cause of Death: Gunfire,Gunfire,02.10.46,1946,Boston Police Department,MA
Trooper William Hawthorne Andrews,Virginia State Police, VA,EOW: Thursday, October 3, 1946,Cause of Death: Automobile accident,Automobile accident,03.10.46,1946,Virginia State Police,VA
Chief of Police John Fulton Woods,Norfolk Police Department, VA,EOW: Friday, October 4, 1946,Cause of Death: Automobile accident,Automobile accident,04.10.46,1946,Norfolk Police Department,VA
Officer Elmer Forsman,Fresno Police Department, CA,EOW: Monday, October 7, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,07.10.46,1946,Fresno Police Department,CA
Patrolman George T. Hunter,New York City Police Department, NY,EOW: Saturday, October 12, 1946,Cause of Death: Gunfire,Gunfire,12.10.46,1946,New York City Police Department,NY
Officer William L. Reardon,California Highway Patrol, CA,EOW: Sunday, October 20, 1946,Cause of Death: Vehicular assault,Vehicular assault,20.10.46,1946,California Highway Patrol,CA
Patrolman William Cahill,Jersey City Police Department, NJ,EOW: Saturday, October 26, 1946,Cause of Death: Heart attack,Heart attack,26.10.46,1946,Jersey City Police Department,NJ
Trooper Forrest F. Spencer,Illinois State Police, IL,EOW: Sunday, October 27, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,27.10.46,1946,Illinois State Police,IL
Patrolman Daniel B. Laird,West Orange Police Department, NJ,EOW: Monday, October 28, 1946,Cause of Death: Automobile accident,Automobile accident,28.10.46,1946,West Orange Police Department,NJ
Officer Harry E. Hamilton,Metropolitan Police Department, DC,EOW: Friday, November 1, 1946,Cause of Death: Vehicular assault,Vehicular assault,01.11.46,1946,Metropolitan Police Department,DC
Police Officer John Milledge,Miami Police Department, FL,EOW: Friday, November 1, 1946,Cause of Death: Gunfire,Gunfire,01.11.46,1946,Miami Police Department,FL
Patrolman Robert G. Steele,Montana Highway Patrol, MT,EOW: Saturday, November 2, 1946,Cause of Death: Gunfire,Gunfire,02.11.46,1946,Montana Highway Patrol,MT
Sergeant Charles Hubert Garrison,Visalia Police Department, CA,EOW: Tuesday, November 5, 1946,Cause of Death: Gunfire,Gunfire,05.11.46,1946,Visalia Police Department,CA
Sergeant Sumpter Burns,Columbus Police Department, GA,EOW: Wednesday, November 6, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,06.11.46,1946,Columbus Police Department,GA
Officer Oswald J. Anderson,Renton Police Department, WA,EOW: Wednesday, November 6, 1946,Cause of Death: Aircraft accident,Aircraft accident,06.11.46,1946,Renton Police Department,WA
Park Police Officer Robert E. Oman,Chicago Park District Police Department, IL,EOW: Thursday, November 7, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,07.11.46,1946,Chicago Park District Police Department,IL
Police Officer J. Harry McWilliams, Sr.,Atlanta Police Department, GA,EOW: Wednesday, November 13, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,13.11.46,1946,Atlanta Police Department,GA
Patrolman James Gustave,Plains Township Police Department, PA,EOW: Sunday, November 17, 1946,Cause of Death: Struck by vehicle,Struck by vehicle,17.11.46,1946,Plains Township Police Department,PA
Sergeant Edward G. Leap,Merced Police Department, CA,EOW: Tuesday, November 19, 1946,Cause of Death: Struck by train,Struck by train,19.11.46,1946,Merced Police Department,CA
Police Officer Elmer A. Noon,Baltimore City Police Department, MD,EOW: Wednesday, November 20, 1946,Cause of Death: Heart attack,Heart attack,20.11.46,1946,Baltimore City Police Department,MD
Patrolman Clifton L. Massey,Roanoke Rapids Police Department, NC,EOW: Thursday, November 21, 1946,Cause of Death: Gunfire,Gunfire,21.11.46,1946,Roanoke Rapids Police Department,NC
Warden Alfred J. Perkins,New Jersey Divison of Fish, Game and Wildlife, NJ,EOW: Saturday, November 23, 1946,Cause of Death: Automobile accident,Automobile accident,23.11.46,1946,New Jersey Divison of Fish, Game and Wildlife,NJ
Deputy Warden Oran Gant,New Jersey Divison of Fish, Game and Wildlife, NJ,EOW: Saturday, November 23, 1946,Cause of Death: Automobile accident,Automobile accident,23.11.46,1946,New Jersey Divison of Fish, Game and Wildlife,NJ
"Guard Benjamin Franklin ""Ben"" LaRue",Texas Department of Criminal Justice, TX,EOW: Saturday, November 23, 1946,Cause of Death: Assault,Assault,23.11.46,1946,Texas Department of Criminal Justice,TX
Patrolman Francis M. O'Hara,New York City Police Department, NY,EOW: Monday, November 25, 1946,Cause of Death: Explosion,Explosion,25.11.46,1946,New York City Police Department,NY
Lieutenant Charles R. Michie,New York City Police Department, NY,EOW: Monday, November 25, 1946,Cause of Death: Duty related illness,Duty related illness,25.11.46,1946,New York City Police Department,NY
Patrolman Peter J. Knudsen,New York City Police Department, NY,EOW: Monday, November 25, 1946,Cause of Death: Explosion,Explosion,25.11.46,1946,New York City Police Department,NY
Patrolman C. C. Solomon,Selma Police Department, AL,EOW: Tuesday, November 26, 1946,Cause of Death: Gunfire,Gunfire,26.11.46,1946,Selma Police Department,AL
City Marshal Dewitt Clinton Early,Bellevue City Marshal's Office, TX,EOW: Wednesday, December 4, 1946,Cause of Death: Gunfire,Gunfire,04.12.46,1946,Bellevue City Marshal's Office,TX
Trooper Herbert Wade Smith,Indiana State Police, IN,EOW: Thursday, December 5, 1946,Cause of Death: Gunfire,Gunfire,05.12.46,1946,Indiana State Police,IN
Policeman Charles W. Brown,Philadelphia Police Department, PA,EOW: Thursday, December 5, 1946,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),05.12.46,1946,Philadelphia Police Department,PA
Patrolman Edward McAuliff,New York City Police Department, NY,EOW: Sunday, December 8, 1946,Cause of Death: Assault,Assault,08.12.46,1946,New York City Police Department,NY
Patrolman Auldon LeGrande,Louisville Police Department, KY,EOW: Tuesday, December 10, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,10.12.46,1946,Louisville Police Department,KY
Detective George W. Perkins,Norfolk Police Department, VA,EOW: Thursday, December 12, 1946,Cause of Death: Automobile accident,Automobile accident,12.12.46,1946,Norfolk Police Department,VA
Officer Richard H. Taylor,Metropolitan Police Department, DC,EOW: Friday, December 13, 1946,Cause of Death: Gunfire,Gunfire,13.12.46,1946,Metropolitan Police Department,DC
Sergeant Frank Snay,Grosse Pointe Park Police Department, MI,EOW: Friday, December 13, 1946,Cause of Death: Automobile accident,Automobile accident,13.12.46,1946,Grosse Pointe Park Police Department,MI
Detective James J. Burke,New York City Police Department, NY,EOW: Friday, December 13, 1946,Cause of Death: Gunfire,Gunfire,13.12.46,1946,New York City Police Department,NY
Policeman Herbert McClanahan,Murfreesboro Police Department, TN,EOW: Monday, December 16, 1946,Cause of Death: Gunfire,Gunfire,16.12.46,1946,Murfreesboro Police Department,TN
Sheriff Joseph Jones Gibson,Wayne County Sheriff's Department, KY,EOW: Sunday, December 22, 1946,Cause of Death: Gunfire,Gunfire,22.12.46,1946,Wayne County Sheriff's Department,KY
Patrol Officer Gordon Robert Panck,Menomonie Police Department, WI,EOW: Sunday, December 22, 1946,Cause of Death: Motorcycle accident,Motorcycle accident,22.12.46,1946,Menomonie Police Department,WI
Officer Gilbert Haven Horton,Portland Police Bureau, OR,EOW: Monday, December 23, 1946,Cause of Death: Heart attack,Heart attack,23.12.46,1946,Portland Police Bureau,OR
Deputy Sheriff Jason Wells,Leslie County Sheriff's Office, KY,EOW: Tuesday, December 24, 1946,Cause of Death: Gunfire,Gunfire,24.12.46,1946,Leslie County Sheriff's Office,KY
Patrolman Hugh A. Shannon,Lindenwold Police Department, NJ,EOW: Tuesday, December 24, 1946,Cause of Death: Vehicular assault,Vehicular assault,24.12.46,1946,Lindenwold Police Department,NJ
Police Officer Henry Hicks,Philadelphia Police Department, PA,EOW: Tuesday, December 24, 1946,Cause of Death: Gunfire,Gunfire,24.12.46,1946,Philadelphia Police Department,PA
Patrolman Louis G. Spencer,Pittsburgh Police Department, PA,EOW: Tuesday, December 24, 1946,Cause of Death: Gunfire,Gunfire,24.12.46,1946,Pittsburgh Police Department,PA
Detective Thomas P. Conaty, Jr.,Wilmington Police Department, DE,EOW: Thursday, December 26, 1946,Cause of Death: Gunfire,Gunfire,26.12.46,1946,Wilmington Police Department,DE
Sheriff Harry M. Leavitt,Carroll County Sheriff's Department, NH,EOW: Friday, December 27, 1946,Cause of Death: Automobile accident,Automobile accident,27.12.46,1946,Carroll County Sheriff's Department,NH
Detective Edwin C. Rach,Chicago Police Department, IL,EOW: Sunday, December 29, 1946,Cause of Death: Automobile accident,Automobile accident,29.12.46,1946,Chicago Police Department,IL
Detective Roderick D. MacLeay,Chicago Police Department, IL,EOW: Sunday, December 29, 1946,Cause of Death: Automobile accident,Automobile accident,29.12.46,1946,Chicago Police Department,IL
Detective Lieutenant Oscar F. Deubler,Little Rock Police Department, AR,EOW: Wednesday, January 1, 1947,Cause of Death: Gunfire,Gunfire,01.01.47,1947,Little Rock Police Department,AR
Agent Leroy H. Thomas,Alabama Alcoholic Beverage Control Board, AL,EOW: Friday, January 3, 1947,Cause of Death: Gunfire,Gunfire,03.01.47,1947,Alabama Alcoholic Beverage Control Board,AL
Detective Ben Johnston,Tulsa Police Department, OK,EOW: Friday, January 3, 1947,Cause of Death: Gunfire,Gunfire,03.01.47,1947,Tulsa Police Department,OK
Police Officer Fred B. Veretto,Oakland Police Department, CA,EOW: Tuesday, January 7, 1947,Cause of Death: Gunfire,Gunfire,07.01.47,1947,Oakland Police Department,CA
Detective Lieutenant John McCarthy,Toledo Police Department, OH,EOW: Tuesday, January 7, 1947,Cause of Death: Gunfire,Gunfire,07.01.47,1947,Toledo Police Department,OH
Police Officer Richard Wellington Smith,Tulare Police Department, CA,EOW: Saturday, January 11, 1947,Cause of Death: Gunfire,Gunfire,11.01.47,1947,Tulare Police Department,CA
Patrolman John J. Gerka, Jr.,Hammond Police Department, IN,EOW: Saturday, January 11, 1947,Cause of Death: Gunfire,Gunfire,11.01.47,1947,Hammond Police Department,IN
Patrolman Donald B. Cook,Hammond Police Department, IN,EOW: Monday, January 13, 1947,Cause of Death: Gunfire,Gunfire,13.01.47,1947,Hammond Police Department,IN
Police Officer Fred R. Unger,Baltimore City Police Department, MD,EOW: Monday, January 13, 1947,Cause of Death: Gunfire,Gunfire,13.01.47,1947,Baltimore City Police Department,MD
Patrolman Harry Schiffries,New York City Police Department, NY,EOW: Friday, January 17, 1947,Cause of Death: Gunfire,Gunfire,17.01.47,1947,New York City Police Department,NY
Patrol Officer Verl C. Whinery,Anoka Police Department, MN,EOW: Saturday, January 18, 1947,Cause of Death: Struck by vehicle,Struck by vehicle,18.01.47,1947,Anoka Police Department,MN
Detective William E. Goles,Chicago Police Department, IL,EOW: Sunday, January 19, 1947,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),19.01.47,1947,Chicago Police Department,IL
Patrolman Donald Schodrof,Chicago Police Department, IL,EOW: Monday, January 20, 1947,Cause of Death: Vehicle pursuit,Vehicle pursuit,20.01.47,1947,Chicago Police Department,IL
Patrolman John H. Hawthorn,Louisville Police Department, KY,EOW: Wednesday, January 22, 1947,Cause of Death: Automobile accident,Automobile accident,22.01.47,1947,Louisville Police Department,KY
Detective Frederick D. Seebohm,Cincinnati Police Department, OH,EOW: Thursday, January 23, 1947,Cause of Death: Automobile accident,Automobile accident,23.01.47,1947,Cincinnati Police Department,OH
Deputy Sheriff Shelley Blain Click,McMinn County Sheriff's Department, TN,EOW: Friday, January 24, 1947,Cause of Death: Automobile accident,Automobile accident,24.01.47,1947,McMinn County Sheriff's Department,TN
Town Marshal Charles Wilmer Chapman,Munster Police Department, IN,EOW: Thursday, January 30, 1947,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),30.01.47,1947,Munster Police Department,IN
Police Officer Cecil Ingling,Philadelphia Police Department, PA,EOW: Thursday, January 30, 1947,Cause of Death: Gunfire,Gunfire,30.01.47,1947,Philadelphia Police Department,PA
Trooper James Mortimer Barry,Mississippi Department of Public Safety - Highway Patrol, MS,EOW: Saturday, February 1, 1947,Cause of Death: Gunfire,Gunfire,01.02.47,1947,Mississippi Department of Public Safety - Highway Patrol,MS
Chief of Police Michael F. Churchill,Osawatomie Police Department, KS,EOW: Monday, February 3, 1947,Cause of Death: Gunfire,Gunfire,03.02.47,1947,Osawatomie Police Department,KS
Sergeant Ray Cowan,Tulsa Police Department, OK,EOW: Tuesday, February 4, 1947,Cause of Death: Assault,Assault,04.02.47,1947,Tulsa Police Department,OK
Trooper Cyril J. Reichert,Mississippi Department of Public Safety - Highway Patrol, MS,EOW: Wednesday, February 5, 1947,Cause of Death: Gunfire,Gunfire,05.02.47,1947,Mississippi Department of Public Safety - Highway Patrol,MS
"Deputy Sheriff Alfred Alonzo ""Lon"" Pearson",Garvin County Sheriff's Office, OK,EOW: Wednesday, February 12, 1947,Cause of Death: Gunfire,Gunfire,12.02.47,1947,Garvin County Sheriff's Office,OK
Officer Preston D. Hale,Dallas Police Department, TX,EOW: Wednesday, February 12, 1947,Cause of Death: Aircraft accident,Aircraft accident,12.02.47,1947,Dallas Police Department,TX
Deputy Sheriff William W. Paul,Garvin County Sheriff's Office, OK,EOW: Saturday, February 15, 1947,Cause of Death: Gunfire,Gunfire,15.02.47,1947,Garvin County Sheriff's Office,OK
